Sending,Receiving,Gender,Cycle,Domain,Session
DE,IT,F,2,7,1
DE,IT,M,1,2,2
DE,IT,M,1,2,2
DE,IT,F,1,6,1
DE,IT,F,1,2,2
DE,IT,M,1,2,1
DE,IT,F,1,7,1
DE,IT,F,1,2,1
DE,IT,F,1,2,1
DE,IT,F,1,2,1
DE,IT,M,1,7,2
DE,IT,F,1,7,2
DE,NL,M,2,4,1
DE,NL,M,1,3,2
DE,NO,F,1,6,2
DE,NO,M,1,4,2
DE,NO,F,1,4,1
DE,NO,F,1,3,2
DE,NO,F,1,2,1
DE,NO,F,2,3,2
DE,NO,F,1,4,2
DE,NO,F,1,3,2
DE,NO,M,1,3,2
DE,NO,M,1,3,2
DE,NO,F,1,3,2
DE,NO,M,2,3,2
DE,NO,F,2,3,2
DE,NO,F,2,4,1
DE,NO,F,2,4,2
DE,AT,F,2,7,1
DE,AT,F,1,4,1
DE,SE,F,1,5,2
DE,PL,M,1,3,1
DE,PL,M,1,3,1
DE,PL,F,1,3,2
DE,PL,F,1,5,1
DE,PT,M,1,2,1
DE,PT,M,1,3,1
DE,PT,F,1,3,2
DE,PT,M,2,4,1
DE,PT,F,2,3,2
DE,CH,F,2,3,1
DE,SI,M,2,3,1
DE,TR,M,2,7,1
DE,TR,F,2,7,1
DE,TR,M,1,3,2
DE,TR,F,1,3,1
DE,TR,M,1,3,2
DE,TR,M,1,3,1
DE,HU,F,1,5,1
DE,HU,F,1,6,2
DE,HU,F,1,3,1
DE,ES,F,2,2,2
DE,ES,F,1,2,2
DE,ES,F,1,1,2
DE,ES,M,2,2,2
DE,ES,F,1,7,2
DE,ES,F,1,3,1
DE,ES,F,1,2,1
DE,ES,F,1,2,1
DE,ES,M,1,2,1
DE,ES,F,1,2,1
DE,ES,F,1,2,1
DE,ES,F,1,2,1
DE,ES,M,2,3,2
DE,ES,M,1,3,1
DE,ES,F,1,2,1
DE,ES,F,1,2,2
DE,ES,M,1,3,1
DE,ES,M,1,4,1
DE,ES,F,1,3,1
DE,ES,M,2,3,2
DE,ES,M,1,5,1
DE,ES,M,1,2,1
DE,ES,F,1,2,2
DE,ES,F,1,2,1
DE,ES,F,1,1,2
DE,ES,F,1,2,2
DE,ES,M,1,2,1
DE,ES,M,1,3,1
DE,ES,M,1,4,2
DE,ES,F,1,4,1
DE,ES,F,1,3,2
DE,ES,F,1,1,2
DE,ES,F,1,3,3
DE,ES,F,1,2,1
DE,ES,F,1,2,2
DE,ES,F,2,3,3
DE,ES,F,1,1,2
DE,ES,F,1,2,2
DE,ES,F,1,2,2
DE,ES,F,1,2,2
DE,ES,F,2,2,1
DE,DK,F,1,2,2
DE,NO,M,1,2,2
DE,NO,M,1,2,1
DE,NO,F,1,2,2
DE,DK,F,1,2,2
DE,SE,F,1,2,1
DE,SE,F,1,2,2
DE,SE,M,1,4,2
DE,SE,F,1,3,2
DE,SE,F,1,3,1
DE,SE,F,1,3,1
DE,SE,F,1,2,2
DE,SE,F,1,2,2
DE,SE,M,1,2,2
DE,SE,M,1,4,2
DE,SE,M,2,4,2
DE,SE,F,1,3,2
DE,SE,M,2,3,2
DE,SE,M,2,3,2
DE,PL,F,2,2,1
DE,IT,F,1,2,2
DE,GB,M,1,1,1
DE,GB,F,1,1,1
DE,GB,F,1,2,2
DE,GB,F,1,2,1
DE,NO,M,2,8,2
DE,PT,M,1,1,2
DE,NO,F,1,8,2
DE,PT,F,1,3,2
DE,ES,F,1,3,2
DE,FR,M,1,3,2
DE,TR,F,2,3,2
DE,FR,M,1,4,1
DE,IE,F,1,3,2
DE,GR,F,1,3,1
DE,DK,F,1,3,1
DE,ES,F,1,4,1
DE,ES,M,1,4,1
DE,ES,F,1,2,1
DE,ES,F,2,2,1
DE,SE,M,2,3,2
DE,FR,F,1,6,1
DE,FR,F,1,6,1
DE,GB,F,1,3,2
DE,NO,F,1,3,1
DE,LT,F,2,3,1
DE,FR,F,1,3,1
DE,FR,M,1,4,1
DE,ES,F,1,2,1
DE,PT,M,1,4,2
DE,FI,F,1,5,2
DE,PT,F,1,3,3
DE,EE,M,1,3,2
DE,GB,F,2,4,1
DE,PT,F,1,8,2
DE,PL,F,2,2,1
DE,PL,F,2,2,1
DE,SE,M,1,4,3
DE,ES,F,2,4,3
DE,ES,M,1,4,3
DE,ES,M,1,7,3
DE,ES,F,2,7,3
DE,CZ,M,2,3,3
DE,CZ,M,1,4,3
DE,GB,F,2,6,3
DE,FR,F,1,7,3
DE,IT,F,1,7,3
DE,IT,M,1,2,3
DE,NO,F,2,4,3
DE,AT,M,2,2,3
DE,AT,F,1,2,3
DE,PL,M,2,4,3
DE,PL,F,1,7,3
DE,PL,F,2,7,3
DE,PT,M,2,7,3
DE,FR,F,1,2,3
DE,FR,F,1,2,3
DE,FR,F,1,2,3
DE,FR,F,1,2,3
DE,FR,F,1,1,3
DE,FR,F,2,2,3
DE,BE,F,1,2,3
DE,FR,F,1,2,3
DE,ES,F,1,2,3
DE,HU,M,2,3,3
DE,FR,M,2,5,3
DE,GB,M,1,1,3
DE,PL,F,1,3,3
DE,PT,M,2,8,3
DE,PT,M,2,8,3
DE,CH,M,2,8,3
DE,PL,F,2,2,3
DE,GR,F,1,6,3
DE,DK,M,2,2,3
DE,NO,F,2,2,3
DE,ES,F,1,2,3
DE,DK,F,1,3,3
DE,SE,F,1,3,2
DE,TR,M,1,3,1
DE,NO,F,1,3,2
DE,DK,F,1,3,2
DE,EE,M,1,3,2
DE,EE,M,2,3,1
DE,ES,F,1,3,1
DE,TR,F,1,3,1
DE,ES,F,2,3,1
DE,EE,M,2,3,1
DE,ES,F,1,7,1
DE,NO,M,2,5,1
DE,FR,F,1,3,1
DE,TR,F,1,3,1
DE,GB,F,1,3,2
DE,GB,F,1,5,1
DE,GB,M,1,3,2
DE,EE,M,1,3,3
DE,SE,M,2,3,2
DE,SE,F,1,3,3
DE,GB,F,1,3,3
DE,SE,F,1,3,3
DE,FR,F,1,3,1
DE,TR,F,1,3,3
DE,ES,F,1,3,1
DE,ES,F,1,3,1
DE,NO,M,1,5,3
DE,ES,M,1,5,3
DE,PT,F,1,5,3
DE,PL,F,2,3,1
DE,GB,M,1,3,2
DE,ES,F,1,2,2
DE,PL,F,1,5,3
DE,TR,F,1,3,3
DE,AT,F,1,7,1
DE,AT,F,1,7,1
DE,PT,M,1,5,3
DE,PT,F,1,5,3
DE,ES,M,1,3,2
DE,TR,F,1,3,2
DE,FI,M,1,5,3
DE,PT,M,1,5,3
DE,ES,F,1,7,3
DE,DK,F,1,1,3
DE,DK,F,1,3,3
DE,FR,M,1,5,3
DE,ES,M,1,3,1
DE,PL,F,1,3,1
DE,TR,M,1,3,2
DE,TR,M,1,3,2
DE,TR,M,1,2,2
DE,TR,M,1,3,3
DE,TR,M,1,3,3
DE,NO,F,1,3,1
DE,DK,F,1,3,3
DE,DK,F,1,3,2
DE,NO,F,1,5,3
DE,GB,F,1,2,3
DE,GB,M,2,5,3
DE,GB,M,2,5,3
DE,PL,M,1,3,3
DE,PL,M,1,3,3
DE,PL,F,1,5,3
DE,DK,M,1,5,3
DE,ES,F,1,3,2
DE,ES,F,1,3,2
DE,SE,F,1,5,1
DE,DK,F,2,5,2
DE,FI,F,1,5,2
DE,FR,M,1,5,2
DE,FR,M,2,3,2
DE,FR,F,2,5,2
DE,SE,F,1,3,2
DE,SE,M,2,5,2
DE,SE,M,2,5,2
DE,EE,M,1,2,2
DE,EE,F,1,2,2
DE,FR,F,2,3,3
DE,DK,F,1,5,2
DE,FR,M,2,3,2
DE,ES,F,1,2,2
DE,SE,M,1,5,2
DE,LV,M,2,5,2
DE,NL,F,1,3,3
DE,IE,F,1,5,3
DE,PL,F,2,5,3
DE,PL,F,2,5,3
DE,PL,M,2,5,3
DE,PL,M,2,5,3
DE,PL,M,2,5,3
DE,PL,F,2,5,3
DE,PL,F,2,5,3
DE,PL,M,2,5,3
DE,PL,M,2,5,3
DE,PL,M,2,5,3
DE,PL,M,2,5,3
DE,PL,M,2,5,3
DE,SE,F,1,1,2
DE,SE,F,1,1,2
DE,SE,F,1,1,1
DE,FI,F,2,1,2
DE,EE,M,2,3,2
DE,TR,F,1,1,3
DE,TR,M,2,2,3
DE,TR,F,1,1,2
DE,ES,F,2,1,1
DE,TR,F,1,1,3
DE,FI,M,1,1,2
DE,TR,F,1,1,2
DE,ES,F,1,1,1
DE,FI,F,1,1,3
DE,SE,F,1,3,2
DE,NL,F,1,3,1
DE,TR,F,2,3,2
DE,CZ,F,1,3,1
DE,SE,F,1,3,3
DE,ES,M,2,1,1
DE,FR,F,1,3,1
DE,SE,M,1,3,2
DE,SE,M,1,3,2
DE,SE,F,1,3,2
DE,SE,M,1,3,2
DE,SE,M,1,3,1
DE,GB,M,1,3,1
DE,SE,F,1,3,2
DE,FI,M,2,3,2
DE,FI,F,2,3,2
DE,FI,F,2,3,3
DE,SE,M,2,3,2
DE,SE,M,2,3,2
DE,SE,M,2,3,2
DE,SE,M,2,3,1
DE,SE,F,2,3,2
DE,SE,F,2,3,1
DE,SE,M,2,3,1
DE,FR,M,2,3,1
DE,FR,F,2,3,3
DE,FR,F,2,3,3
DE,FI,M,2,3,3
DE,FR,M,1,3,1
DE,TR,M,2,3,1
DE,GB,F,1,3,2
DE,NL,M,1,3,3
DE,IT,F,1,2,2
DE,GB,F,1,2,2
DE,GB,M,2,2,2
DE,GB,F,1,2,2
DE,GB,F,1,2,1
DE,IE,F,1,2,2
DE,IE,F,1,2,2
DE,FI,F,2,2,3
DE,FI,F,2,2,3
DE,GB,F,1,2,2
DE,NL,F,2,2,2
DE,NL,F,1,2,2
DE,NL,F,1,2,2
DE,NL,F,1,2,2
DE,NL,F,2,2,2
DE,NL,M,2,2,2
DE,BE,F,2,2,1
DE,NL,F,2,2,3
DE,SE,F,2,2,2
DE,ES,F,1,2,3
DE,NO,F,2,3,3
DE,NO,F,2,3,3
DE,NO,F,2,3,3
DE,NO,F,2,3,3
DE,NO,F,2,3,3
DE,NO,F,2,3,3
DE,NO,F,2,3,3
DE,NO,F,2,3,3
DE,NO,F,2,3,3
DE,SE,M,2,2,3
DE,NL,F,2,2,3
DE,DK,F,2,2,2
DE,GB,M,2,2,1
DE,GB,M,2,2,1
DE,PL,F,2,2,1
DE,NL,F,2,2,2
DE,IT,F,1,2,1
DE,ES,F,1,8,1
DE,FR,F,1,8,2
DE,IT,M,1,8,1
DE,SE,F,1,4,2
DE,NO,F,2,4,2
DE,ES,F,1,4,1
DE,ES,F,1,4,1
DE,ES,F,1,4,2
DE,GB,F,1,4,1
DE,GB,F,2,4,1
DE,GB,F,1,4,2
DE,GB,F,1,4,1
DE,GB,F,1,4,2
DE,NL,F,2,4,2
DE,TR,F,2,4,2
DE,AT,M,2,4,3
DE,SE,F,1,4,2
DE,SE,F,2,4,2
DE,PT,F,2,4,2
DE,SE,M,2,4,2
DE,SE,F,2,4,2
DE,SE,F,1,4,2
DE,SE,F,1,4,2
DE,DK,F,1,4,2
DE,DK,M,1,4,1
DE,DK,M,1,4,2
DE,GR,F,2,4,3
DE,GR,M,2,4,3
DE,GR,M,2,4,3
DE,ES,M,2,4,3
DE,ES,M,2,4,3
DE,ES,M,2,4,3
DE,SE,M,1,4,2
DE,DK,M,2,4,2
DE,NO,M,2,3,2
DE,NO,F,1,2,2
DE,ES,M,2,3,1
DE,GB,F,1,2,2
DE,PT,M,1,2,2
DE,ES,M,1,2,2
DE,PT,F,1,2,1
DE,ES,F,1,2,1
DE,ES,F,1,2,2
DE,NL,F,1,2,1
DE,PT,F,1,2,2
DE,IS,F,2,2,2
DE,AT,F,1,2,1
DE,ES,F,1,2,1
DE,FR,F,1,2,2
DE,AT,F,1,2,1
DE,ES,F,1,2,3
DE,AT,F,1,2,3
DE,IE,F,1,2,3
DE,NL,F,2,2,3
DE,GB,F,1,2,3
DE,FI,M,2,2,3
DE,PT,F,2,2,3
DE,NO,F,2,2,3
DE,BE,F,1,2,3
DE,TR,F,2,2,3
DE,HR,F,2,2,3
DE,NL,F,2,2,3
DE,NL,M,1,2,3
DE,PT,F,1,2,3
DE,FI,F,2,2,2
DE,DK,F,2,2,3
DE,PL,F,1,3,3
DE,TR,M,1,3,3
DE,NL,F,1,3,3
DE,NL,F,1,3,3
DE,ES,F,1,3,3
DE,ES,F,1,3,3
DE,NL,F,1,3,3
DE,FI,F,1,3,3
DE,FR,F,1,6,3
DE,TR,F,1,3,3
DE,ES,F,1,3,3
DE,LT,M,1,3,3
DE,TR,M,1,3,3
DE,NL,F,1,3,3
DE,NL,F,1,3,3
DE,TR,F,1,3,2
DE,FR,F,1,3,2
DE,ES,F,1,4,1
DE,ES,F,1,8,2
DE,ES,F,1,2,3
DE,ES,F,1,2,3
DE,ES,F,1,1,1
DE,AT,M,2,1,2
DE,RO,M,2,4,3
DE,ES,F,1,1,1
DE,ES,F,1,1,1
DE,IE,M,2,2,2
DE,ES,F,1,3,2
DE,TR,F,1,3,1
DE,ES,F,1,3,1
DE,ES,F,1,3,1
DE,TR,F,1,3,1
DE,ES,F,2,3,1
DE,GB,F,1,2,3
DE,NO,M,1,4,2
DE,SE,M,1,4,2
DE,IE,M,1,4,2
DE,NL,M,1,4,2
DE,GB,F,1,4,2
DE,AT,M,1,4,2
DE,TR,M,1,4,2
DE,SE,F,1,4,2
DE,TR,M,1,4,2
DE,GB,M,1,4,2
DE,ES,M,1,4,2
DE,GB,M,1,4,1
DE,FR,M,1,4,2
DE,FI,M,1,4,2
DE,IT,F,1,4,1
DE,GB,F,1,4,2
DE,AT,F,2,4,1
DE,SE,M,1,4,2
DE,GB,F,1,4,1
DE,CH,M,1,4,2
DE,CH,F,1,4,2
DE,IT,F,1,4,3
DE,TR,M,1,4,2
DE,GB,M,1,4,2
DE,FI,F,1,4,1
DE,PL,M,1,4,1
DE,ES,M,1,4,1
DE,GB,F,1,4,1
DE,IE,F,1,4,2
DE,NO,M,1,4,2
DE,ES,M,1,4,2
DE,ES,M,1,4,2
DE,ES,M,1,4,1
DE,NL,M,1,4,3
DE,FR,F,1,4,2
DE,GB,F,1,2,2
DE,GB,F,1,2,2
DE,GB,M,1,2,3
DE,GB,F,1,2,3
DE,SE,M,1,4,2
DE,GB,M,1,3,2
DE,HU,M,1,3,2
DE,FR,F,1,3,2
DE,GB,M,1,3,2
DE,GB,M,1,3,2
DE,ES,F,1,3,1
DE,GB,F,1,3,2
DE,GB,F,1,3,2
DE,CZ,M,1,3,1
DE,CZ,M,1,3,1
DE,IT,M,1,3,1
DE,GB,F,1,3,2
DE,ES,F,1,3,1
DE,HU,F,1,3,2
DE,NO,F,1,3,2
DE,ES,F,1,3,1
DE,IT,F,1,3,1
DE,TR,F,1,3,1
DE,SE,M,2,3,2
DE,FI,F,2,3,3
DE,SE,F,1,3,2
DE,TR,F,1,3,2
DE,PT,F,1,3,1
DE,HU,F,1,3,2
DE,HU,M,2,3,2
DE,ES,F,1,3,1
DE,TR,F,2,3,1
DE,ES,F,2,3,1
DE,ES,F,1,3,2
DE,NO,F,1,3,2
DE,NL,F,1,3,1
DE,AT,M,1,3,1
DE,GB,F,1,3,1
DE,CH,F,2,3,3
DE,FR,M,1,3,2
DE,TR,F,2,3,3
DE,GB,F,1,3,1
DE,FR,F,1,3,1
DE,FI,M,1,3,2
DE,FR,M,1,3,1
DE,FR,F,1,3,2
DE,FR,F,1,3,2
DE,PL,M,1,3,1
DE,FR,F,2,3,2
DE,FR,F,1,3,1
DE,TR,F,1,3,1
DE,FR,F,1,3,1
DE,TR,M,1,3,2
DE,HU,F,1,3,2
DE,HU,F,1,3,2
DE,GB,M,1,2,2
DE,GB,F,1,4,2
DE,FR,F,2,4,3
DE,PT,M,1,4,1
DE,FR,F,1,4,2
DE,ES,F,1,2,1
DE,TR,M,1,3,2
DE,PL,F,2,3,1
DE,PL,M,2,3,1
DE,SE,F,2,3,2
DE,PL,M,2,3,1
DE,SE,M,2,3,2
DE,PL,F,2,3,1
DE,IE,F,2,1,2
DE,IT,F,1,2,2
DE,FR,F,2,1,2
DE,FR,F,1,2,2
DE,ES,F,1,2,2
DE,FR,F,2,2,1
DE,FR,F,1,2,2
DE,FR,F,1,2,2
DE,FR,F,1,1,2
DE,ES,F,1,2,1
DE,ES,F,1,2,2
DE,FR,F,1,1,2
DE,FR,F,1,2,1
DE,FR,F,1,2,2
DE,ES,F,1,1,2
DE,ES,F,1,1,1
DE,ES,F,1,2,2
DE,FR,F,1,1,2
DE,ES,F,1,2,1
DE,ES,F,1,2,2
DE,ES,F,1,2,2
DE,IT,F,1,2,1
DE,ES,F,1,2,1
DE,FR,F,1,1,2
DE,NO,F,2,2,2
DE,ES,F,1,2,1
DE,ES,M,1,2,2
DE,FR,F,2,1,2
DE,ES,F,1,1,1
DE,ES,M,2,1,2
DE,BE,F,2,1,3
DE,IT,F,1,2,2
DE,NO,M,1,2,2
DE,ES,F,1,2,1
DE,ES,F,1,2,1
DE,FR,F,1,1,2
DE,PT,F,1,3,2
DE,PT,M,1,4,1
DE,RO,F,1,4,3
DE,TR,M,1,4,2
DE,FR,F,1,2,2
DE,PL,F,1,3,3
DE,IT,M,2,4,3
DE,ES,M,1,4,3
DE,TR,F,1,2,3
DE,TR,F,1,2,3
DE,TR,F,1,2,3
DE,TR,F,1,2,3
DE,TR,F,1,2,3
DE,TR,F,1,2,3
DE,BG,F,1,4,3
DE,SE,M,2,4,2
DE,GB,M,1,2,2
DE,ES,F,1,2,1
DE,NO,F,2,3,2
DE,TR,M,1,3,2
DE,GB,F,1,4,2
DE,ES,F,1,7,1
DE,IT,F,1,3,2
DE,GB,F,1,3,2
DE,GB,F,1,3,2
DE,SE,M,1,5,1
DE,PT,F,1,3,2
DE,AT,F,1,2,1
DE,PT,M,1,2,1
DE,ES,M,1,2,1
DE,NL,M,1,3,2
DE,ES,F,1,3,1
DE,GB,M,1,5,1
DE,FR,F,1,3,2
DE,PT,F,1,3,2
DE,IT,F,1,3,2
DE,GB,F,1,3,2
DE,GB,M,1,5,1
DE,SE,F,1,3,2
DE,ES,F,1,3,1
DE,IE,F,1,3,2
DE,ES,M,1,3,1
DE,GB,F,1,7,2
DE,FR,F,1,3,2
DE,FR,M,1,3,2
DE,ES,M,1,5,1
DE,PT,F,1,3,1
DE,GB,F,1,3,2
DE,IT,F,1,3,2
DE,GB,F,1,3,2
DE,GB,M,1,3,2
DE,GB,F,1,6,2
DE,SI,F,1,3,1
DE,FR,F,1,3,2
DE,CH,M,1,3,1
DE,GB,F,1,3,2
DE,GB,M,1,5,1
DE,ES,F,1,7,1
DE,FR,F,1,2,1
DE,CZ,F,1,6,2
DE,CH,F,1,3,1
DE,FR,F,1,2,2
DE,SI,F,1,3,1
DE,SE,F,1,3,2
DE,GB,F,1,3,2
DE,IT,F,1,3,2
DE,NL,F,1,3,2
DE,SE,F,1,3,2
DE,GB,M,1,5,1
DE,FI,M,1,5,1
DE,NL,M,1,2,1
DE,FR,F,1,3,3
DE,FI,F,1,7,3
DE,PT,F,1,7,3
DE,FI,M,1,5,3
DE,PT,F,1,7,3
DE,FR,F,1,3,3
DE,FI,M,1,7,3
DE,FR,F,1,3,3
DE,FI,F,1,7,3
DE,FI,F,1,7,3
DE,EE,F,1,3,3
DE,SI,M,1,3,3
DE,FI,F,1,7,3
DE,SE,F,1,7,3
DE,SE,F,1,7,3
DE,GB,F,1,7,3
DE,SE,F,1,3,3
DE,ES,F,1,3,3
DE,FI,F,1,7,3
DE,SE,F,1,3,3
DE,TR,M,2,5,3
DE,GB,F,1,7,3
DE,NL,F,1,7,3
DE,ES,F,1,3,3
DE,GB,F,2,3,3
DE,ES,F,1,3,3
DE,SE,M,1,3,3
DE,FI,F,1,7,3
DE,ES,F,1,3,3
DE,CH,F,1,7,3
DE,GB,F,1,3,3
DE,ES,F,1,3,3
DE,SE,F,1,3,3
DE,FI,F,1,7,3
DE,DK,M,1,7,3
DE,ES,F,1,3,3
DE,CY,F,1,7,3
DE,DK,F,1,7,3
DE,PT,F,1,7,3
DE,NL,F,1,7,3
DE,GB,F,1,7,3
DE,PT,F,1,7,3
DE,LT,M,1,3,3
DE,CY,F,1,7,3
DE,CY,M,1,7,3
DE,FI,F,1,7,3
DE,NL,F,1,3,3
DE,PT,F,1,7,3
DE,PT,F,1,2,2
DE,ES,F,1,3,2
DE,ES,F,1,3,2
DE,ES,F,1,2,1
DE,GB,M,1,2,1
DE,GB,F,1,2,1
DE,GB,F,1,2,3
DE,ES,F,1,2,1
DE,ES,F,1,2,1
DE,ES,F,1,2,3
DE,ES,M,1,2,1
DE,ES,F,1,2,3
DE,ES,M,1,2,1
DE,ES,M,1,2,1
DE,ES,M,1,2,1
DE,ES,F,1,2,1
DE,ES,M,1,2,1
DE,ES,F,1,2,3
DE,ES,F,1,2,3
DE,ES,F,1,2,1
DE,GB,F,1,2,2
DE,GB,F,1,2,2
DE,IE,M,1,3,3
DE,GB,M,1,2,2
DE,IE,F,1,3,2
DE,IE,M,1,3,2
DE,GB,F,1,2,2
DE,IE,M,1,3,2
DE,GB,F,1,2,2
DE,GB,F,1,2,2
DE,GB,M,1,2,2
DE,ES,M,1,2,1
DE,IE,M,1,2,2
DE,ES,F,1,2,2
DE,IE,F,1,2,2
DE,ES,F,1,2,2
DE,ES,F,1,2,2
DE,ES,F,1,2,2
DE,ES,F,1,2,2
DE,ES,F,1,2,3
DE,ES,M,1,2,2
DE,ES,F,1,2,2
DE,ES,F,1,2,2
DE,ES,F,1,2,2
DE,GB,F,1,2,2
DE,GB,F,1,2,1
DE,GB,F,1,2,2
DE,GB,F,1,2,2
DE,ES,F,1,2,2
DE,ES,M,2,5,1
DE,FI,M,1,3,2
DE,FI,M,2,3,2
DE,SE,M,1,2,2
DE,SE,F,1,2,2
DE,SE,F,1,2,2
DE,SE,F,1,2,2
DE,GR,M,1,3,1
DE,ES,F,1,3,2
DE,ES,F,1,3,3
DE,ES,F,1,3,1
DE,ES,M,1,5,3
DE,ES,M,1,5,2
DE,GB,F,2,2,2
DE,GB,F,1,2,2
DE,GB,M,1,2,2
DE,GB,M,1,2,2
DE,FI,F,2,3,2
DE,FI,F,2,3,2
DE,ES,F,1,3,3
DE,ES,F,1,3,1
DE,ES,F,1,3,1
DE,ES,F,2,3,2
DE,ES,M,1,3,1
DE,ES,F,1,3,1
DE,ES,M,1,3,1
DE,ES,M,1,3,1
DE,ES,F,1,3,2
DE,ES,M,1,3,1
DE,ES,F,1,3,3
DE,ES,M,1,3,1
DE,ES,F,1,3,2
DE,ES,F,1,3,2
DE,ES,F,1,3,1
DE,ES,F,1,3,1
DE,ES,F,1,3,2
DE,ES,F,1,3,3
DE,ES,M,1,3,1
DE,ES,F,1,3,3
DE,ES,F,1,2,3
DE,ES,M,1,2,1
DE,ES,F,1,2,2
DE,ES,F,1,2,2
DE,ES,F,1,2,2
DE,ES,F,1,2,2
DE,ES,M,1,2,1
DE,ES,F,1,2,1
DE,ES,F,1,3,1
DE,ES,F,1,3,3
DE,ES,M,1,3,1
DE,ES,F,1,3,3
DE,ES,F,1,3,2
DE,ES,F,1,3,2
DE,ES,F,1,3,3
DE,ES,F,1,3,3
DE,ES,F,1,3,2
DE,PL,M,2,5,1
DE,PL,F,1,3,3
DE,PL,M,2,3,1
DE,PL,F,1,3,1
DE,PL,F,2,2,1
DE,EE,M,1,2,2
DE,TR,M,2,4,2
DE,TR,M,1,3,2
DE,HU,F,1,2,2
DE,RO,F,1,2,1
DE,TR,F,1,2,1
DE,FR,F,1,2,2
DE,TR,M,1,2,1
DE,FR,F,1,2,2
DE,FR,F,1,2,2
DE,FR,F,1,2,3
DE,FR,F,1,2,2
DE,FR,F,1,2,1
DE,FR,F,1,2,1
DE,FR,F,2,2,2
DE,FR,F,1,2,2
DE,FR,F,1,3,2
DE,FR,M,1,3,2
DE,BE,M,2,2,2
DE,BE,F,1,2,2
DE,FR,F,2,2,2
DE,FR,F,2,2,2
DE,FR,F,2,2,2
DE,FR,F,1,3,1
DE,FR,F,1,3,2
DE,FR,F,1,3,3
DE,FR,F,2,3,2
DE,FR,M,1,3,3
DE,FR,F,1,2,1
DE,FR,M,1,3,1
DE,FR,F,1,3,1
DE,FR,M,1,3,1
DE,FR,F,1,3,2
DE,CY,M,1,3,2
DE,CY,M,1,3,2
DE,TR,F,1,3,2
DE,TR,F,1,3,1
DE,TR,F,1,2,2
DE,TR,M,1,2,1
DE,SE,F,1,2,2
DE,SE,F,1,2,3
DE,SE,F,1,2,3
DE,SE,F,1,2,3
DE,IT,F,1,2,1
DE,TR,F,1,2,3
DE,TR,F,1,2,1
DE,TR,F,1,2,1
DE,PT,F,1,3,2
DE,PT,F,1,3,2
DE,PT,M,1,3,1
DE,FI,M,1,5,2
DE,SE,M,2,3,2
DE,SE,F,1,3,3
DE,FR,F,1,2,1
DE,FR,F,1,2,1
DE,ES,M,1,3,1
DE,FR,F,1,2,1
DE,FR,F,1,2,1
DE,FR,F,1,2,1
DE,FR,F,1,2,1
DE,FR,F,1,2,1
DE,SE,M,2,5,2
DE,FR,F,1,2,1
DE,SE,M,2,5,2
DE,SE,M,1,5,2
DE,SE,M,1,5,2
DE,SE,F,2,5,2
DE,SE,M,1,5,2
DE,SE,M,1,5,2
DE,SE,M,2,5,2
DE,SE,M,1,3,2
DE,FI,F,1,3,2
DE,FI,M,2,3,2
DE,FI,M,2,3,2
DE,FI,M,2,3,2
DE,FI,F,2,3,2
DE,NL,F,1,3,1
DE,NL,M,1,3,3
DE,NL,M,1,3,1
DE,NL,M,1,5,1
DE,ES,M,1,3,2
DE,SE,F,2,4,2
DE,SE,M,1,4,2
DE,ES,F,1,3,3
DE,FI,M,1,3,2
DE,FI,F,1,3,2
DE,FI,F,1,3,2
DE,ES,F,1,3,2
DE,ES,F,1,3,2
DE,ES,M,2,3,3
DE,PL,F,1,4,1
DE,PL,M,1,3,1
DE,ES,F,1,2,2
DE,ES,F,1,3,2
DE,TR,F,1,3,1
DE,SE,M,2,5,3
DE,NO,F,1,3,3
DE,TR,F,1,3,3
DE,SE,F,1,3,3
DE,ES,M,1,3,3
DE,FR,F,1,3,3
DE,FR,F,1,3,2
DE,FR,F,1,3,2
DE,FR,F,1,3,2
DE,ES,F,1,3,2
DE,ES,M,1,3,2
DE,ES,F,1,3,2
DE,FR,M,2,2,1
DE,FR,F,1,2,1
DE,FR,F,2,2,1
DE,GB,F,2,2,1
DE,GB,F,2,2,1
DE,FR,F,2,4,1
DE,IE,M,1,4,1
DE,HU,F,1,3,1
DE,ES,M,1,3,1
DE,GB,F,1,3,1
DE,GB,F,1,3,1
DE,GB,F,1,3,1
DE,GB,F,1,3,1
DE,GB,F,1,3,1
DE,GB,M,1,3,1
DE,GB,M,1,3,1
DE,TR,M,1,3,2
DE,TR,M,1,3,2
DE,TR,F,1,3,1
DE,TR,F,1,3,1
DE,BE,F,1,3,1
DE,PT,F,1,3,1
DE,ES,F,1,3,1
DE,ES,F,1,3,1
DE,ES,F,1,3,1
DE,FR,F,1,3,1
DE,FR,F,1,3,1
DE,FR,M,1,3,1
DE,IT,F,1,3,1
DE,IT,M,1,3,1
DE,CZ,F,1,3,2
DE,ES,F,1,3,1
DE,ES,F,1,3,1
DE,ES,F,1,3,1
DE,ES,F,1,3,1
DE,ES,M,1,3,1
DE,FR,F,1,3,1
DE,FR,F,1,3,1
DE,FR,F,1,3,1
DE,FR,M,1,3,2
DE,IT,M,1,3,1
DE,IT,M,1,3,1
DE,PT,F,1,2,1
DE,GB,F,1,1,1
DE,GB,F,1,2,1
DE,GB,F,2,1,1
DE,GB,F,1,2,1
DE,GB,F,1,2,2
DE,GB,F,1,2,3
DE,GB,F,1,2,2
DE,IE,F,1,2,2
DE,IE,M,1,2,2
